电视,#genre#
云和新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
临沂新闻综合频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
临沂公共频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂经济频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
烟台公共频道,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
青州电视台文化旅游频道,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
青州电视台新闻综合频道,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
河源公共频道,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源综合频道,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
哈尔滨新闻综合频道,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨生活频道,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨影视频道,http://stream.hrbtv.net/yspd/sd/live.m3u8
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
广安新闻综合频道,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD.m3u8
德阳公共频道,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
新安电视台综合频道,http://tvpull.dxhmt.cn/tv/10323-1.m3u8
焦作新闻综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
广州电视台综合频道,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=8554699d06aed3f21425480824c75408&txTime=19095f3cb9c
广州南国都市频道,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=2c55fc6940d8fb876b26bce0c4d49163&txTime=19096360e7f
河源综合频道,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共频道,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
湘潭新闻综合频道,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
赣榆新闻综合频道,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
沛县新闻综合频道,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
如东一套新闻综合频道,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
泗洪新闻综合频道,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
涟水电视台综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
江宁电视台综合频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
无锡娱乐频道,http://stream.thmz.com/wxtv2/playlist.m3u8?_upt=d622d9e21701508679
无锡生活频道,http://stream.thmz.com/wxtv4/playlist.m3u8?_upt=55be11481701504587
高邮一套新闻综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
镇江新闻综合频道,http://cm-wshls.homecdn.com/live/2aa50.m3u8
镇江二套社会民生频道,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
安徽影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽经济生活频道,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
滁州新闻综合频道,http://live.cztv.cc:85/live/xwpd.m3u8
滁州公共频道,http://live.cztv.cc:85/live/ggpd.m3u8
贺州电视台综合频道,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
南宁新闻综合频道,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁都市生活频道,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视娱乐频道,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁公共频道,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
青海经视频道,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=254d8d121720524679
青海都市频道,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=8a6ec5131720526922
延边一套新闻综合频道,https://live.ybtvyun.com/video/s10006-ff4eb5dba33d/index.m3u8
Mine,#genre#
CCTV2 财经,http://183.251.61.207/PLTV/88888888/224/3221225800/index.m3u8
CCTV5 体育,http://183.251.61.207/PLTV/88888888/224/3221225803/index.m3u8
CCTV 10 科教,http://183.251.61.207/PLTV/88888888/224/3221225814/index.m3u8
CCTV 13 新闻,http://183.251.61.207/PLTV/88888888/224/3221225817/index.m3u8
CCTV 15 音乐,http://183.251.61.207/PLTV/88888888/224/3221225818/index.m3u8
CCTV2 财经,http://www.clmy.cc:35455/gaoma/cctv2.m3u8
CCTV5 体育,http://www.clmy.cc:35455/gaoma/cctv5.m3u8
CCTV5+ 体育赛事,http://www.clmy.cc:35455/gaoma/cctv5p.m3u8
CCTV 10 科教,http://www.clmy.cc:35455/gaoma/cctv10.m3u8
CCTV 13 新闻,http://www.clmy.cc:35455/gaoma/cctv13.m3u8
CCTV 15 音乐,http://www.clmy.cc:35455/gaoma/cctv15.m3u8
CCTV 16 奥林匹克,http://www.clmy.cc:35455/gaoma/cctv16.m3u8
CCTV1 综合,http://183.251.61.207/PLTV/88888888/224/3221225812/index.m3u8
CCTV4 中文国际,http://183.251.61.207/PLTV/88888888/224/3221225802/index.m3u8
CCTV6 电影,http://183.251.61.207/PLTV/88888888/224/3221225804/index.m3u8
CCTV7 国防军事,http://183.251.61.207/PLTV/88888888/224/3221225805/index.m3u8
CCTV8 电视剧,http://183.251.61.207/PLTV/88888888/224/3221225806/index.m3u8
CCTV9 纪录,http://183.251.61.207/PLTV/88888888/224/3221225820/index.m3u8
CCTV 11 戏曲,http://183.251.61.207/PLTV/88888888/224/3221225815/index.m3u8
CCTV 12 社会与法,http://183.251.61.207/PLTV/88888888/224/3221225816/index.m3u8
CCTV1 综合,http://www.clmy.cc:35455/gaoma/cctv1.m3u8
CCTV4 中文国际,http://www.clmy.cc:35455/gaoma/cctv4.m3u8
CCTV6 电影,http://www.clmy.cc:35455/gaoma/cctv6.m3u8
CCTV7 国防军事,http://www.clmy.cc:35455/gaoma/cctv7.m3u8
CCTV8 电视剧,http://www.clmy.cc:35455/gaoma/cctv8.m3u8
CCTV9 纪录,http://www.clmy.cc:35455/gaoma/cctv9.m3u8
CCTV 11 戏曲,http://www.clmy.cc:35455/gaoma/cctv11.m3u8
CCTV 12 社会与法,http://www.clmy.cc:35455/gaoma/cctv12.m3u8
CCTV 17 农村农业,http://www.clmy.cc:35455/gaoma/cctv17.m3u8
